text,label,processed_text,token_count
"Genesis Crash Adds to NASA Post-Columbia Troubles (Reuters). Reuters - With NASA's broken Genesis capsule stuck in the Utah desert and its shuttle assembly building battered by a hurricane at Cape Canaveral, the U.S. space agency defended its budget and mission on Wednesday.",Sci_Tech,genesis crash add to nasa post columbia troubles reuters reuter with nasa break genesis capsule stick in the utah desert and its shuttle assembly building batter by hurricane at cape canaveral the space agency defend its budget and mission on wednesday,41
"Mistakes hinder Knicks in loss. It will be labeled a learning experience, but that won #39;t remove any of the sting. Momentum was lost again Wednesday night as the Knicks blew a lead and lost 94-93 to the Detroit Pistons at Madison Square Garden.",Sports,mistake hinder knick in loss it will be label learning experience but that win remove any of the sting momentum be lose again wednesday night as the knick blow lead and lose to the detroit piston at madison square garden,40
"Nets 99, Bobcats 86. Richard Jefferson scored 23 points and Eric Williams had a season-high 22 to help the New Jersey Nets end a nine-game losing streak with a 99-86 victory over the Charlotte Bobcats on Tuesday night.",Sports,net bobcat richard jefferson score point and eric williams have season high to help the new jersey net end nine game losing streak with victory over the charlotte bobcat on tuesday night,32
Sears Finally Gets It. The venerable retailer finally gets apparel and home furnishings online. Does it matter?,Business,sears finally get it the venerable retailer finally get apparel and home furnishing online do it matter,17
"From blogs to insurgents, 2004 #39;s most looked-up words follow the &lt;b&gt;...&lt;/b&gt;. SPRINGFIELD, Mass. The most asked for definition on Merriam-Webster #39;s Web site is for a word that #39;s not even in the dictionary.",Sci_Tech,from blog to insurgent most look up word follow the springfield mass the most ask for definition on merriam webster web site be for word that not even in the dictionary,31
"Owls Use Dung to quot;Fish quot; for Beetles. Levey, who is the lead author of the study, added that the finding is particularly noteworthy because it demonstrates that tool use can substantially benefit a wild animal.",Sci_Tech,owl use dung to fish for beetle levey who be the lead author of the study add that the finding be particularly noteworthy because it demonstrate that tool use can substantially benefit wild animal,34
"Oil Ends Up as Nigeria Worries Persist. NEW YORK (Reuters) - Crude oil climbed back over $50 a barrel on Thursday, with worries over the security of Nigerian supplies supporting prices despite a surprise increase in U.S. crude inventories.",Business,oil end up as nigeria worry persist new york reuters crude oil climb back over barrel on thursday with worry over the security of nigerian supply support price despite surprise increase in crude inventory,34
"4x4s 'should carry health warning'. Four-wheel drive vehicles are so polluting they should carry a cigarette-style health warning, a think tank says.",Sci_Tech,should carry health warning four wheel drive vehicle be so pollute they should carry cigarette style health warning think tank say,21
"InPhonic Shares Gain During Debut. Shares of InPhonic Inc., a Washington reseller of wireless service and telephones over the Internet, rose 26 percent Tuesday on their first day of trading..&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci_Tech,inphonic share gain during debut share of inphonic inc washington reseller of wireless service and telephone over the internet rise percent tuesday on their first day of trade the washington post,31
"Astros exercise Biggio #39;s option, decline Kent #39;s. Craig Biggio will be back with the Houston Astros next season. If Jeff Kent returns, it will be at a reduced rate. Biggio #39;s $3 million option was exercised Thursday by the Astros",Sports,astros exercise biggio option decline kent craig biggio will be back with the houston astros next season if jeff kent return it will be at reduce rate biggio million option be exercise thursday by the astro,36
"Karzai set for visit to Pakistan. Afghan President Hamid Karzai is due to arrive in Pakistan on Monday for a two-day official visit, originally scheduled for last month.",World,karzai set for visit to pakistan afghan president hamid karzai be due to arrive in pakistan on monday for two day official visit originally schedule for last month,28
"Powell warning. WASHINGTON: Militia fighters loyal to radical Shi #39;ite Moqtada Al Sadr have left the Imam Ali shrine and the United States does not want them to recover their strength, US Secretary of State Colin Powell said last night.",World,powell warn washington militia fighter loyal to radical shi ite moqtada al sadr have leave the imam ali shrine and the united states do not want they to recover their strength us secretary of state colin powell say last night,40
"UN staff call for Afghan pullout. The UN staff union calls for all personnel to be withdrawn from Afghanistan, saying it has become too dangerous.",World,un staff call for afghan pullout the un staff union call for all personnel to be withdraw from afghanistan say it have become too dangerous,25
"At 57, he's still semi-tough . The average playing career of an offensive lineman in the National Football League is 3.7 years. At 16 games a season, that means the average player will strap on his pads for a mere 59 professional contests.",Sports,at he still semi tough the average playing career of an offensive lineman in the national football league be year at game season that mean the average player will strap on his pad for mere professional contest,37
"Choose a topic from the pull-down menu:. Sergio Garcia lived up to his billing as pre-tournament favourite perfectly when he cruised to victory in the Mallorca Classic at Pula Golf Club, the 24 year old Spaniard notching his fifth European Tour International Schedule title in his 69th event.",Sports,choose topic from the pull down menu sergio garcia live up to his billing as pre tournament favourite perfectly when he cruise to victory in the mallorca classic at pula golf club the year old spaniard notch his fifth european tour international schedule title in his th event,48
"Honor your sysadmin...be quiet. Did you feel that extra jolt of electricity in the air when you arrived at work today? Yes, it's...",Sci_Tech,honor your sysadmin be quiet do you feel that extra jolt of electricity in the air when you arrive at work today yes it,24
"Hurricane Ivan ravages Grenada, killing 15 and damaging 90 per &lt;b&gt;...&lt;/b&gt;. The most powerful hurricane to hit the Caribbean in nearly a decade killed at least 15 people including a Canadian, damaged 90 per cent of its homes and destroyed a prison, leaving",World,hurricane ivan ravage grenada killing and damaging per the most powerful hurricane to hit the caribbean in nearly decade kill at least people include canadian damage per cent of its home and destroy prison leave,35
"Iraq Nuke Sites Were Stripped by Experts-Diplomats (Reuters). Reuters - The removal of Iraq's mothballed nuclear facilities took around one year and was carried out by experts with heavy machinery and demolition equipment, diplomats close to the U.N. said on Thursday.",World,iraq nuke site be strip by expert diplomat reuter reuter the removal of iraq mothball nuclear facility take around one year and be carry out by expert with heavy machinery and demolition equipment diplomat close to the say on thursday,40
"Shell coy on bosses #39; performance-related pay. OIL giant Royal Dutch Shell, to be formed from the merger of Netherlands-based Royal Dutch and London-based Shell Transport amp; Trading, is understood to be considering sharply-increased performance-related bonus packages for leading directors such as new",Business,shell coy on boss performance relate pay oil giant royal dutch shell to be form from the merger of netherlands base royal dutch and london base shell transport amp trading be understand to be consider sharply increase performance relate bonus package for lead director such as new,47
"Coalition thanks outgoing NASA Administrator Sean O #39;Keefe. WASHINGTON (Dec. 15, 2004) - The Coalition for Space Exploration expresses its deep appreciation to NASA Administrator Sean O #39;Keefe for his strong personal leadership during one of the most critical periods",Sci_Tech,coalition thank outgoing nasa administrator sean keefe washington dec the coalition for space exploration express its deep appreciation to nasa administrator sean keefe for his strong personal leadership during one of the most critical period,35
"Indonesian former general heading for massive presidential &lt;b&gt;...&lt;/b&gt;. In Indonesia, former general Susilo Bambang Yudhoyono is heading for a massive presidential election victory over incumbent Megawati Sukarnoputri.",World,indonesian former general heading for massive presidential in indonesia former general susilo bambang yudhoyono be head for massive presidential election victory over incumbent megawati sukarnoputri,25
"Cuba counters US Christmas lights with anti-war banners. Just in time for the holidays, the US-Cuba propaganda war heated up Friday when Cuban authorities tacked up a huge banner outside America #39;s diplomatic post in Havana depicting the abuse of Iraqi prisoners.",World,cuba counter we christmas light with anti war banner just in time for the holiday the us cuba propaganda war heat up friday when cuban authority tack up huge banner outside america diplomatic post in havana depict the abuse of iraqi prisoner,42
"US gets new cyber security chief. The US has a new head of cyber security, amid concerns about the Bush administration #39;s commitment to protecting computer networks from attack.",Sci_Tech,we get new cyber security chief the us have new head of cyber security amid concern about the bush administration commitment to protect computer network from attack,27
"Napster Receives New Life As Public Company. Call it the kitty's third life. Roxio Inc. (ROXI) bought the Napster brand name and feline logo at a bankruptcy auction two years ago and with the acquisition of another music service, pressplay, relaunched the once-renegade file-swapping pioneer as a legal music service last October.",Sci_Tech,napster receive new life as public company call it the kitty third life roxio inc roxi buy the napster brand name and feline logo at bankruptcy auction two year ago and with the acquisition of another music service pressplay relaunche the once renegade file swap pioneer as legal music service last october,52
"South Korea Aiming for Early October Nuclear Talks. SEOUL (Reuters) - South Korea plans to intensify diplomatic efforts to hold six-way talks on North Korea's nuclear programs in early October now chances look slim for a meeting this month, the foreign minister told Reuters on Thursday.",World,south korea aim for early october nuclear talk seoul reuters south korea plan to intensify diplomatic effort to hold six way talk on north korea nuclear program in early october now chance look slim for meeting this month the foreign minister tell reuters on thursday,45
"Powerful Typhoon Poised to Strike Southern Japan. A powerful typhoon loomed off southwestern Japan Sunday, threatening large areas of the country with fierce wind and rain. The storm, which is expected to hit Kyushu island early on Monday",World,powerful typhoon poise to strike southern japan powerful typhoon loom off southwestern japan sunday threaten large area of the country with fierce wind and rain the storm which be expect to hit kyushu island early on monday,37
"Moves to rid schools of weapons. Head teachers in England could gain powers to tackle pupils carrying weapons, under government plans.",World,move to rid school of weapon head teacher in england could gain power to tackle pupil carry weapon under government plan,21
"Import Prices Rise Less Than Expected (Reuters). Reuters - The cost of goods imported into the United States rose by a smaller-than-expected 0.2 percent in September, a government report showed on Thursday, as petroleum import costs rose a modest 0.6 percent.",Business,import price rise less than expect reuter reuter the cost of good import into the united states rise by small than expect percent in september government report show on thursday as petroleum import cost rise modest percent,37
Market Underestimates Dell Consumer Electronics. Credit Suisse First Boston maintained an quot;outperform quot; rating for Dell (nasdaq: DELL - news - people ) after the company expanded its line of consumer electronics (CE) products.,Sci_Tech,market underestimate dell consumer electronic credit suisse first boston maintain an outperform rating for dell nasdaq dell news people after the company expand its line of consumer electronic ce product,30
Former Nazi Guard Loses Canadian Court Ruling (Reuters). Reuters - Canadian immigration officials won a victory on Tuesday in their bid to revoke the citizenship of a former Nazi SS prison guard convicted of war crimes in Italy.,World,former nazi guard lose canadian court ruling reuters reuters canadian immigration official win victory on tuesday in their bid to revoke the citizenship of former nazi ss prison guard convict of war crime in italy,35
"Arsenal gets back to winning ways. Arsenal won for the first time in five games Saturday, getting two goals from Thierry Henry to beat Birmingham 3-0 in the Premier League.",Sports,arsenal get back to win way arsenal win for the first time in five game saturday get two goal from thierry henry to beat birmingham in the premier league,29
"Black Watch to take on Iraq rebels. The Black Watch is being deployed as part of a US Marine expeditionary unit to take quot;decisive action quot; against insurgents in Iraq, Chief of the Defence Staff General Sir Michael Walker has revealed.",World,black watch to take on iraq rebel the black watch be be deploy as part of us marine expeditionary unit to take decisive action against insurgent in iraq chief of the defence staff general sir michael walker have reveal,39
Hardie feels boycott pain. ASBESTOS-RELATED boycotts of James Hardie products have forced the controversial building products maker to slash its profit forecast.,Business,hardie feel boycott pain asbestos relate boycotts of james hardie product have force the controversial building product maker to slash its profit forecast,23
"Coaching likely in Staley #39;s Olympic future. With a gold medal dangling from her neck, Dawn Staley said Saturday that she won #39;t play basketball in the Olympics again. She sure would like to coach in one, though.",Sports,coach likely in staley olympic future with gold medal dangle from her neck dawn staley say saturday that she win play basketball in the olympic again she sure would like to coach in one though,35
South Africa wins Tri-Nations rugby. South Africa held off Australia 23-19 in a dramatic finale and won the Tri-Nations rugby title for the first time since 1998 on Saturday at King #39;s Park.,Sports,south africa win tri nation rugby south africa hold off australia in dramatic finale and win the tri nation rugby title for the first time since on saturday at king park,31
"Deadly Blast Mars Chechen Voting. OISKHARA, Russia - Against a backdrop of war and squalor, Chechens voted Sunday for a replacement for their assassinated president in a vote the Kremlin hopes will bring some stability to the violence-torn region. A man was killed when he attempted to blow up a polling station...",World,deadly blast mar chechen vote oiskhara russia against backdrop of war and squalor chechen vote sunday for replacement for their assassinate president in vote the kremlin hope will bring some stability to the violence tear region man be kill when he attempt to blow up polling station,47
"NL Wrap: Cubs Edge Expos to Maintain Wild-Card Pace. NEW YORK (Reuters) - The Chicago Cubs registered an important victory in their battle for the National League wild-card berth, edging out the Expos 2-1 over 11 innings in Montreal Wednesday.",Sports,nl wrap cub edge expo to maintain wild card pace new york reuters the chicago cub register an important victory in their battle for the national league wild card berth edge out the expos over innings in montreal wednesday,39
European probe of Intel expanded. The European Commission on Wednesday expanded its investigation to determine whether public institutions in Europe gave an unfair advantage to Intel Corp.,Business,european probe of intel expand the european commission on wednesday expand its investigation to determine whether public institution in europe give an unfair advantage to intel corp,27
Comcast CEO offers olive branch to Bells. Comcast head Brian Roberts says he and archrivals should work in concert to fight government intervention. Verizon CEO rolls his eyes.,Sci_Tech,comcast ceo offer olive branch to bell comcast head brian roberts say he and archrival should work in concert to fight government intervention verizon ceo roll his eye,28
"Japan's Nikkei Share Average Opens Lower. TOKYO (Reuters) - Japan's Nikkei share average opened lower on Thursday amid worries over higher oil prices and their possible impact on global economies, but the downside was supported by bargain hunting following recent sharp losses.",Business,japan nikkei share average open low tokyo reuters japan nikkei share average open lower on thursday amid worry over high oil price and their possible impact on global economy but the downside be support by bargain hunting follow recent sharp loss,41
Stocks Open Lower in Moderate Trading. Stock prices are lower in moderate trading. The Dow Jones Industrial Average is down 23 points in today #39;s early going. Losing issues on the New York Stock Exchange hold a 5-3 lead over gainers.,Business,stock open lower in moderate trading stock price be low in moderate trading the dow jones industrial average be down point in today early go lose issue on the new york stock exchange hold lead over gainer,37
"Poe condition turns for worst. , Carlito Pablo. Editor #39;s Note: Published on page A1 of the Dec. 14, 2004 issue of the Philippine Daily Inquirer. HIS PASS was good for three hours but former President",World,poe condition turn for bad carlito pablo editor note publish on page of the dec issue of the philippine daily inquirer his pass be good for three hour but former president,31
"Negotiator: Fallujah Talks Still Suspended. The top Fallujah negotiator in peace talks with the government dashed hopes of resuming talks soon despite his release Monday by US and Iraqi authorities, saying negotiations remain suspended.",World,negotiator fallujah talk still suspend the top fallujah negotiator in peace talk with the government dash hope of resume talk soon despite his release monday by we and iraqi authority say negotiation remain suspended,34
"Kidnappers Release Seven Hostages in Iraq. BAGHDAD, Iraq - Kidnappers released two female Italian aid workers and five other hostages Tuesday, raising hopes for at least 18 foreigners still in captivity. But insurgents showed no sign of easing their blood-soaked campaign against the U.S...",World,kidnapper release seven hostage in iraq baghdad iraq kidnapper release two female italian aid worker and five other hostage tuesday raise hope for at least foreigner still in captivity but insurgent show no sign of ease their blood soak campaign against the,42
"Computer sets world speed record. AN IBM machine has reclaimed the title of world #39;s fastest supercomputer, overtaking a Japanese model which caused shock waves within United States government agencies when it set a computing speed record in 2002.",Sci_Tech,computer set world speed record an ibm machine have reclaim the title of world fast supercomputer overtake japanese model which cause shock wave within united states government agency when it set compute speed record in,35
"Lafleur says locked out league should declare bankruptcy, start &lt;b&gt;...&lt;/b&gt;. DARTMOUTH, NS (CP) - Hockey legend Guy Lafleur believes the National Hockey League should declare bankruptcy and start over again.",Sports,lafleur say lock out league should declare bankruptcy start dartmouth ns cp hockey legend guy lafleur believe the national hockey league should declare bankruptcy and start over again,28
"It #39;s on to LA for the Giants. Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park.",Sports,it on to la for the giants bee staff writer san diego the san diego padre return the favor and the playoff chase giant gladly accept it before disappoint record crowd of at petco park,35
"Oracle Raises PeopleSoft Bid by 14 to $8.8 Billion (Update5). Oracle Corp. raised its takeover offer for PeopleSoft Inc. by 14 percent to $8.8 billion, increasing the pressure on the smaller software company to give up its 17-month fight against the bid.",Business,oracle raise peoplesoft bid by to billion update oracle corp raise its takeover offer for peoplesoft inc by percent to billion increase the pressure on the small software company to give up its month fight against the bid,38
Man sentenced over movie downloads. A JAPANESE court has sentenced a self-employed man to a one year suspended jail term for allowing free downloads of two popular Hollywood films through a popular file-sharing software program.,Sci_Tech,man sentence over movie download japanese court have sentence self employ man to one year suspend jail term for allow free download of two popular hollywood film through popular file share software program,33
Reindeer Decline Threatens Mongolian Nomads. For centuries the Tsaatan people have roamed Mongolia with the reindeer that provide their livelihood. But disease and inbreeding now threaten their herds #151;and cultural future. &lt;i&gt;With photo gallery.&lt;/i&gt;,Sci_Tech,reindeer decline threaten mongolian nomad for century the tsaatan people have roam mongolia with the reindeer that provide their livelihood but disease and inbreede now threaten their herd and cultural future with photo gallery,34
"Yankees Are Powerless, and Stadium Was, Too. The big scoreboards at Yankee Stadium went dark in the seventh inning Friday night, not that the Yankees were lighting them up, anyway.",Sports,yankee be powerless and stadium be too the big scoreboard at yankee stadium go dark in the seventh inning friday night not that the yankees be light they up anyway,30
"Coles trumps rival Woolworth's bid for pub and gaming group (AFP). AFP - Australian retail giant Coles Myer launched a 1.18 billion dollar (861 million US) bid for pub and liquor store group ALH, trumping a lower offer by rival Woolworths.",Business,cole trump rival woolworth bid for pub and gaming group afp afp australian retail giant cole myer launch billion dollar million we bid for pub and liquor store group alh trump low offer by rival woolworth,36
"West Japan Quakes Unlikely to Be Precursors-Panel (Reuters). Reuters - Two strong earthquakes that struck western Japan are unlikely to be precursors to the type of massive tremors that hit the region every century or so and the chances of major aftershocks seem low, a government panel said on Monday.",World,west japan quake unlikely to be precursor panel reuters reuter two strong earthquake that strike western japan be unlikely to be precursor to the type of massive tremor that hit the region every century or so and the chance of major aftershock seem low government panel say on monday,49
Pentagon says 35 detainees' transferred out of Guantanamo (AFP). AFP - The US Defense Department announced the transfer of 35 detainees from Guantanamo Bay Naval Station (GTMO) in Cuba to Pakistan.,World,pentagon say detainee transfer out of guantanamo afp afp the us defense department announce the transfer of detainee from guantanamo bay naval station gtmo in cuba to pakistan,28
Crude prices rise as Ivan halts production in Gulf of Mexico. Opec is under pressure to lift official production levels at a critical meeting today as global crude prices rose again on the back of pipeline attacks in Iraq and hurricanes heading for the Gulf of Mexico.,Business,crude price rise as ivan halt production in gulf of mexico opec be under pressure to lift official production level at critical meeting today as global crude price rise again on the back of pipeline attack in iraq and hurricane head for the gulf of mexico,46
"Travel agents fight NWA fees on air bookings. Travel agents, their trade association and at least one reservation system are challenging Northwest Airlines Inc. #39;s plans to pass on a new fee to travel agents next week, a move that soured",Business,travel agent fight nwa fee on air booking travel agent their trade association and at least one reservation system be challenge northwest airlines inc plan to pass on new fee to travel agent next week move that sour,38
Firefox fans take fight to the papers. The Mozilla Foundation has called on its supporters to chip in for a new piece of community action - buying a full page advert in the New York Times for the launch of Firefox 1.0 in November.,Sci_Tech,firefox fan take fight to the paper the mozilla foundation have call on its supporter to chip in for new piece of community action buy full page advert in the new york times for the launch of firefox in november,40
"US Open WCQ with Trinidad. The United States will open its bid to qualify for its fifth consecutive World Cup finals in Trinidad amp; Tobago on Feb. 9 as the final round draw for 2006 FIFA World Cup qualifying was announced this morning from FIFA House in Zurich, Switzerland.",Sports,we open wcq with trinidad the united states will open its bid to qualify for its fifth consecutive world cup final in trinidad amp tobago on feb as the final round draw for fifa world cup qualifying be announce this morning from fifa house in zurich switzerland,47
"Fed puts up US interest rates again. THE US Federal Reserve has raised interest rates for the third time this year in spite of a renewed surge in oil prices. The widely expected move took the funds rate up a quarter-point to 1.75 per cent, following similar moves in August and June.",Business,fed put up us interest rate again the us federal reserve have raise interest rate for the third time this year in spite of renew surge in oil price the widely expect move take the fund rate up quarter point to per cent follow similar move in august and june,50
"Treasuries Drive Higher on Oil Prices. CHICAGO (Reuters) - U.S. Treasury prices rallied on Wednesday in response to rising oil prices, weak equities and lower inflation prospects.",Business,treasury drive higher on oil price chicago reuters treasury price rally on wednesday in response to rise oil price weak equity and low inflation prospect,25
"Queen #39;s visit stirs Anglo-German past. The queen, hoping to further reconciliation between Britain and Germany, has urged the two former World War Two foes to learn from history but not be obsessed by the past and to reject national stereotypes.",World,queen visit stir anglo german past the queen hop to further reconciliation between britain and germany have urge the two former world war two foe to learn from history but not be obsess by the past and to reject national stereotype,41
"NATO seeks to boost image in Middle East. Middle East. But the results have been patchy, with many in the Arab world regarding it as a. and social reforms in the Middle East and Africa.",World,nato seek to boost image in middle east middle east but the result have be patchy with many in the arab world regard it as and social reform in the middle east and africa,34
"UK expertise 'at risk from cuts'. Gordon Brown's Whitehall cuts risk damaging the UK's ability to deal with key scientific problems, a trade union says.",Sci_Tech,uk expertise at risk from cut gordon brown whitehall cut risk damage the uk ability to deal with key scientific problem trade union say,24
Tired of Passwords? Replace Them With Your Fingerprint. Microsoft has developed a convenient solution for replacing all those passwords with something you don #39;t have to worry about forgetting: your fingerprint.,Sci_Tech,tired of password replace they with your fingerprint microsoft have develop convenient solution for replace all those password with something you don have to worry about forget your fingerprint,29
"Storm Delays Southern Miss-Cal Game (AP). AP - Approaching Hurricane Ivan has led to postponement of the game Thursday night between 10th-ranked California and Southern Mississippi in Hattiesburg, Cal's athletic director said Monday.",Sports,storm delay southern miss cal game approach hurricane ivan have lead to postponement of the game thursday night between th rank california and southern mississippi in hattiesburg cal athletic director say monday,32
"Pension fund official joins Lee firm. Gregory A. White, one of Governor Mitt Romney's two representatives on the state pension board, has joined Thomas H. Lee Co., a leveraged buyout firm in Boston that does business with the $32.5 billion retirement fund for Commonwealth employees.",Business,pension fund official join lee firm gregory white one of governor mitt romney two representative on the state pension board have join thomas lee co leveraged buyout firm in boston that do business with the billion retirement fund for commonwealth employee,41
"Sportsview: Effort Benefits Steelers (AP). AP - All the Buffalo Bills had to do to make the playoffs was beat a Pittsburgh team playing Brian St. Pierre at quarterback, Willie Parker at running back and a bunch of other no-names.",Sports,sportsview effort benefit steeler all the buffalo bill have to do to make the playoff be beat pittsburgh team play brian st pierre at quarterback willie parker at run back and bunch of other no name,36
"Brazil Announces Record Budget Surplus (AP). AP - Brazilian government released federal budget figures Friday showing an unprecedented primary budget surplus of 10.9 billion reals ( #36;3.8 billion) in August, putting Brazil well ahead of performance targets set in a loan agreement with the International Monetary Fund.",Business,brazil announce record budget surplus brazilian government release federal budget figure friday show an unprecedented primary budget surplus of billion real billion in august put brazil well ahead of performance set in loan agreement with the international monetary fund,39
"China supreme heading for Beijing. ATHENS: China, the dominant force in world diving for the best part of 20 years, won six out of eight Olympic titles in Athens and prompted speculation about a clean sweep when they stage the Games in Beijing in 2008.",Sports,china supreme head for beijing athens china the dominant force in world diving for the good part of year win six out of eight olympic title in athens and prompt speculation about clean sweep when they stage the game in beijing in,42
"Google Says Growth is Slowing. The AP article: Google Says Growth Is Slowing Down, that the search leader says that the growth that the company has seen so far this year, might not be sustainable.",Business,google say growth be slow the article google say growth be slow down that the search leader say that the growth that the company have see so far this year might not be sustainable,34
"Interbrew, Ambev Complete Combination. BRUSSELS, Belgium Aug. 27, 2004 - Belgium #39;s Interbrew SA and Brazil #39;s Ambev completed their planned $11.4 billion combination Friday after shareholders of both companies approved the deal that creates the world #39;s largest brewer by volume.",Business,interbrew ambev complete combination brussels belgium aug belgium interbrew sa and brazil ambev complete their planned billion combination friday after shareholder of both company approve the deal that create the world large brewer by volume,35
"US areas lag behind in keeping up with races. BEAVER CREEK, Colo. -- As the World Cup rolls on to Europe after its brief moment of glory in North America, one can't help but remember when New England hosted such events, last put on by Tommy Corcoran at Waterville Valley.",Sports,us area lag behind in keep up with race beaver creek colo as the world cup roll on to europe after its brief moment of glory in north america one can not help but remember when new england host such event last put on by tommy corcoran at waterville valley,50
"Bank of America to cut more jobs. Bank of America Corp. said yesterday it will eliminate 4,500 more jobs as it absorbs the operations of FleetBoston Financial Corp.",Business,bank of america to cut more job bank of america corp say yesterday it will eliminate more job as it absorb the operation of fleetboston financial corp,27
"Ex-NASA Worker Charged for Faking Exams. ORLANDO, Fla. Oct. 8, 2004 - A former NASA safety inspector accused of falsifying examinations of crucial parts on the space shuttle Discovery pleaded not guilty Friday in federal court, and his attorney called him quot;meticulous in his work.",Sci_Tech,ex nasa worker charge for fake exam orlando fla oct former nasa safety inspector accuse of falsify examination of crucial part on the space shuttle discovery plead not guilty friday in federal court and his attorney call he meticulous in his work,42
Wenger signs again. English champion Arsenal has been boosted by the news that manager Arsene Wenger has signed on until the end of the 2007-2008 season.,Sports,wenger sign again english champion arsenal have be boost by the news that manager arsene wenger have sign on until the end of the season,25
"Argentine Political Exile Wins Claim for Damages. BUENOS AIRES, Argentina (Reuters) - Argentina's Supreme Court ruled for the first time on Thursday that someone who fled the country fearing political persecution during the 1970s ""dirty war"" should receive damages from the government.",World,argentine political exile win claim for damage buenos aires argentina reuters argentina supreme court rule for the first time on thursday that someone who flee the country fear political persecution during the dirty war should receive damage from the government,40
Intel Introduces New Itanium. Microsoft says its Windows Server 2003 Compute Cluster Edition will not run on servers equipped with Intel #39;s latest Itanium 2 processor.,Sci_Tech,intel introduce new itanium microsoft say its windows server compute cluster edition will not run on server equip with intel late itanium processor,23
MPAA Revives P-to-P Lawsuit. Group is asking the Supreme Court to overturn decision in favor of file-swapping networks.,Sci_Tech,mpaa revive to lawsuit group be ask the supreme court to overturn decision in favor of file swap network,19
"Walter McCarty, on the bench. LINCOLN -- At the moment, Walter McCarty has his sizable hands full. He's holding 15-month-old Gabrielle, plus a baggie full of Cheerios and an Elmo book for her, and a grape soda for himself. The doorbell rings. It's the contractor, wanting a vehicle moved from the driveway. There's a backhoe digging a pool, and another one tunneling 4 feet into ...",Sports,walter mccarty on the bench lincoln at the moment walter mccarty have his sizable hand full he hold month old gabrielle plus baggie full of cheerio and an elmo book for she and grape soda for himself the doorbell ring it the contractor want vehicle move from the driveway there backhoe dig pool and another one tunneling foot into,59
"Dogs 'sniff out' bladder cancer. Dogs can be trained to sniff out bladder cancer, scientists say they have proven for the first time.",World,dogs sniff out bladder cancer dog can be train to sniff out bladder cancer scientist say they have prove for the first time,23
Vogts: Scotland played so well. A Steffen Iversen penalty was sufficient to secure the points for Norway at Hampden on Saturday. James McFadden was ordered off after 53 minutes for deliberate handball as he punched Claus Lundekvam #39;s header off the line.,Sports,vogts scotland play so well steffen iversen penalty be sufficient to secure the point for norway at hampden on saturday james mcfadden be order off after minute for deliberate handball as he punch claus lundekvam header off the line,39
Secrets of a Salty Survivor. A microbe from the Dead Sea may hold the key to protecting astronauts from one of the greatest threats they would face during a mission to Mars: space radiation.,Sci_Tech,secret of salty survivor microbe from the dead sea may hold the key to protect astronaut from one of the great threat they would face during mission to mar space radiation,31
"Cabinet hikes aviation FDI cap to 49 pc. NEW DELHI: The UPA government on Wednesday hiked the foreign equity limit in domestic airlines from 40 per cent to 49 per cent, but maintained the ban on international airlines from buying equity in the Indian carriers, even indirectly.",Business,cabinet hike aviation fdi cap to pc new delhi the upa government on wednesday hike the foreign equity limit in domestic airline from per cent to per cent but maintain the ban on international airline from buy equity in the indian carrier even indirectly,44
Westwood leads Goosen. England #39;s Lee Westwood leads South Africa #39;s Retief Goosen by one shot going into the final day of the Nedbank Challenge in Sun City.,Sports,westwood lead goosen england lee westwood lead south africa retief goosen by one shot go into the final day of the nedbank challenge in sun city,26
"Vonage talks of 911 advancements. In Rhode Island, will there be an answer to a major problem for the Internet phone industry?",Sci_Tech,vonage talk of advancement in rhode island will there be an answer to major problem for the internet phone industry,20
"The new Silicon Valley: A dog-eat-dog world. May I buy your beloved pet dog, just so I can take him around back and shoot him? That #39;s how the chief executive of PeopleSoft, Craig Conway, described Oracle #39;s hostile bid for his company",Business,the new silicon valley dog eat dog world may buy your beloved pet dog just so can take he around back and shoot he that how the chief executive of peoplesoft craig conway describe oracle hostile bid for his company,40
"Is Mercury the Incredible Shrinking Planet? MESSENGER Spacecraft May Find Out (SPACE.com). SPACE.com - With a new spacecraft bound for Mercury, that tiny planet nbsp;near the heart of the solar system, researchers are hoping to solve a slew of riddles about the small world.",Sci_Tech,be mercury the incredible shrink planet messenger spacecraft may find out space com space com with new spacecraft bind for mercury that tiny planet nbsp near the heart of the solar system researcher be hop to solve slew of riddle about the small world,44
"Nets Get 23 From Jefferson, Beat Celtics. Boston Celtics #39; Gary Payton scrambles over New Jersey Nets #39; Eric Williams after a loose ball during the first quarter Friday, Oct. 22, 2004, in Boston.",Sports,net get from jefferson beat celtics boston celtics gary payton scramble over new jersey net eric williams after loose ball during the first quarter friday oct in boston,28
